"",,,,04 LAYIK WEST
"",,,,05 LAYIKOCO
"",,,,06 OMUNY BUL
"",,,,07 LAGAYA WEST
"",,,,08 OMUMY BULL WEST
"",,,18LUKWOR,01 LOKIRA NORTH
"",,,,02 LOKIRA SOUTH
"",,,,03 LUKWOR EAST A
"",,,,04 LUKWOR WEST
"",,,,05 OPETTE
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,04LABONGO-AMIDA,18LUKWOR,07 OPETTE EAST
"",,,,08 LOKIRA CENTRAL
"",,,19ORYANG A,01 BIPONG
"",,,,"02 ORYANG OJUMA ASOUTH"
"",,,,03 TANGI AGORO
"",,,,"04 ORYANG OJUMA ANORTH"
"",,,50AKWORO,"01 AKWORO TECWASOUTH"
"",,,,02 GANGLELA
"",,,,03 MANWOKO NORTH
"",,,,04 MANWOKO SOUTH
"",,,,05 OYURU
"",,,,"06 AKWORO TECWANORTH"
"",,,,07 AROMO RWOT
"",,,51OKIDI,01 AWERE
"",,,,02 DYEORYANG
"",,,,03 KAMPALA ANYUKA
"",,,,04 LARABA
"",,,,05 OKIDI CENTRAL
"",,,,06 KAMPALA
"",,,,07 LALILIBI
"",,,,08 LAGWAL
"",,05MUCHWINI,20AKARA,01 BIDIN
"",,,,02 JUBA
"",,,,03 LACENOTINGA EAST
"",,,,04 LACENOTINGA WEST
"",,,,05 MOTA
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,05MUCHWINI,20AKARA,07 ORIMA A
"",,,,08 ORIMA B
"",,,,09 ORIMA CENTRAL
"",,,,10 TWON OKUN
"",,,,11 MOTA B
"",,,21BURA,01 AGULA A
"",,,,02 AGULA B
"",,,,03 LAWOGOWOGO A
"",,,,04 NGWENY WEST
"",,,,05 PANYUM A
"",,,,06 PANYUM B
"",,,,07 PUDURE A
"",,,,08 NGWENY EAST
"",,,,09 PUDURE B
"",,,,10 PANYUM CENTRAL
"",,,,11 LAWOGOWOGO B
"",,,,12 PUDURE
"",,,22OKOL,01 ARAA
"",,,,02 AYOMOLOLA  A
"",,,,03 AYOMOLOLA  B
"",,,,04 BIWANG EAST
"",,,,05 BIWANG WEST
"",,,,06 KITIBOL
"",,,,07 PAMA BONE
"",,,,08 POCODO
"",,,23PACHUA,01 BUR LELA
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,05MUCHWINI,23PACHUA,03 PAKUBA CENTRAL
"",,,,04 PAKUBA EAST
"",,,,05 PAKUBA WEST
"",,,,06 AMATKIMEYA
"",,,,07 PALWE
"",,,24PUBECH,01 BUCE
"",,,,02 LARAKARAKA CENTRAL
"",,,,03 KALANG A
"",,,,04 LINGALINGA A
"",,,,05 LOTUKUBOR
"",,,,06 MULIKI
"",,,,07 OBELE
"",,,,08 KALANG B
"",,,,09 PARYEKO TEL A
"",,,,10 PUBECH EAST
"",,,,"11 PUBECH EASTKELPOLO"
"",,,,13 LINGALINGA B
"",,,,14 KALALA
"",,,,15 AGWENG
"",,,,16 PARYEKO TEL  B
"",,,,17 LAGOT CUGU
"",,,41PAJONG,01 AGWOKO
"",,,,02 LABATIOLWONGA A
"",,,,03 LAGOT A
"",,,,04 LAGOT B
"",,,,05 MOYA
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,05MUCHWINI,41PAJONG,07 LUBATIOLWONGA B
"",,,,08 PAJONG A
"",,,,09 PAJONG B
"",,,,10 PAJONG C
"",,,,11 ACUT OMER
"",,,,12 LUBIRI
"",,,,13 LOGOT BURLELA
"",,,,14 GULIT
"",,,,15 LURWO
"",,,42YEPA,"01 MUCWINI CENTRALWARD"
"",,,,02 OBIA WARD
"",,,,03 KOMNURU
"",,,,04 YEPA A
"",,,,05 YEPA B
"",,,,06 YEPA CENTRAL
"",,,,07 YEPA WEST OWINY
"",,,,08 BOROBORO
"",,,,09 LOYONYUKA
"",,,,10 PADWONG
"",,,,11 LONDON
"",,,,12 OWINY WARD
"",,,43OGWAPOKE,01 IKOROM
"",,,,02 LIKOL A
"",,,,03 LIKOL B
"",,,,04 OMUNA
"",,,,05 ORUMA
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,05MUCHWINI,43OGWAPOKE,07 PEDERYAM  A
"",,,,08 PUKURE
"",,,,10 OMUNA B
"",,,,11 LIKOL CENTRAL
"",,,44PUDO,01 GOLNGOM A
"",,,,02 GOLNGOM B
"",,,,03 KABETE
"",,,,04 LAKWELE OKATO A
"",,,,05 MUGILA
"",,,,06 PANYOK
"",,,,07 PUDO CENTRAL
"",,,,08 TEPWOYO EAST
"",,,,09 TEPWOYO WEST
"",,,,10 PUDO A
"",,,,11 LAKWELE OKATO B
"",,,,12 TEPWOYO CENTRAL
"",,,,13 PUDO KWEYO
"",,,,14 PUDO B
"",,06NAM-OKORA,25PAGWOK,01 DOG DEM A
"",,,,02 KAKO
"",,,,03 KWEYO
"",,,,04 LADWOGI
"",,,,05 ALIMA LAGOT
"",,,,06 LAGUM A
"",,,,07 LAGUM B
"",,,,08 LAKOKOK
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,06NAM-OKORA,25PAGWOK,10 DOGDEM B
"",,,,11 LAGOT GWOLO
"",,,,12 NGORA
"",,,,13 KITELENG
"",,,,14 KAKO CENTRAL
"",,,,16 LAKOGA
"",,,,17 ONYALA CENTRAL
"",,,,18 GWOLO
"",,,,19 DOG TANGI
"",,,,20 PALOMUTE
"",,,,21 LOGUM DOG TANGI
"",,,,22 KAOLO
"",,,,25 ABWOBE
"",,,28PUGODA EAST,01 AGOTAGOT
"",,,,02 BARJERE
"",,,,03 GUDA
"",,,,04 ODILANG
"",,,,05 ORABUL
"",,,,06 ORYEBO
"",,,,07 ROSIL
"",,,,09 TUMANGU
"",,,,10 MASAKA
"",,,,11 DYE BUNGA
"",,,45KALABONG,01 GILIGILI
"",,,,02 KALABONG CENTRAL
"",,,,03 KALABONG EAST
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,06NAM-OKORA,45KALABONG,05 MASESE
"",,,,06 OGUL
"",,,,07 WINYO RAC
"",,,,08 PAWINY
"",,,,09 PALOBOLU
"",,,,10 GILIGILI KAL
"",,,,11 OBUTU CEL
"",,,48PUGODA WEST,01 BOROBORO
"",,,,02 JAIPII
"",,,,03 LAPANA
"",,,,04 NYAPEA A
"",,,,05 NYAPEA B
"",,,,06 ORYANG
"",,,,07 RAPAI
"",,,,08 LAYIKA
"",,,,09 ORYANG CENTRAL
"",,,,10 PUNU AKURU
"",,,,11 ORYANG WEST
"",,,,12 MULOZI
"",,,,13 LOGURUC
"",,07OROM,29AKURUMO,01 LOBALE
"",,,,02 LOCOMO CENTRAL
"",,,,03 LODWAR
"",,,,04 LOLUNG
"",,,,05 LOPERU
"",,,,06 NABOLO
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,07OROM,29AKURUMO,08 NARUNGA TUNY
"",,,,09 LOCHUM
"",,,,10 ZAIRE
"",,,30KATWOTWO,01 ANGAN
"",,,,02 BILAYOLO
"",,,,03 LOKONGU
"",,,,04 LOLUKO
"",,,,05 LOMULE
"",,,,06 LOBIRI
"",,,,07 MORULEM
"",,,,08 LATODORE
"",,,,09 OLAYA
"",,,,10 RACKOKO
"",,,,11 TULTUL CENTRAL
"",,,,12 TULTUL NORTH
"",,,,13 MOROCOLONG
"",,,31KITENY,01 AJULU
"",,,,02 APIMOTUR
"",,,,03 BONGO PII EAST
"",,,,04 BONGOPII WEST
"",,,,05 GOONA
"",,,,06 KABOKOTUM A
"",,,,07 KABOKOTUM B
"",,,,08 KONA ABIM
"",,,,09 LACEKOCOT
"",,,,10 LADOTONEN CENTRAL
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,07OROM,31KITENY,12 LADOTONEN WEST
"",,,,13 LAKONGERA
"",,,,14 LALEKAN CENTRAL
"",,,,15 LALEKAN EAST
"",,,,16 LAMOGI
"",,,,17 PALOBAR A
"",,,,18 PALOBAR B
"",,,,19 PALOWALA
"",,,,20 RYAMAKILOK
"",,,,21 TEGOT KALABONG
"",,,,22 TELATYENG
"",,,,23 OTOME
"",,,,24 AWINYO
"",,,,25 ALWONGO CHUA
"",,,,26 GOONA NORTH
"",,,,27 LACEKOCOT B
"",,,,28 AKUNA
"",,,,29 OBEM
"",,,,30 LADOTONONEN CITY
"",,,,31 KAMONI
"",,,32LOLWA,01 AGORA
"",,,,02 AGOROMIN
"",,,,03 AGOROMIN CITY
"",,,,04 BALE
"",,,,05 CEYLON
"",,,,06 CEYLON WEST
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,07OROM,32LOLWA,08 KAMANDING
"",,,,09 LABWOROMOR
"",,,,10 LAGWELIMA
"",,,,11 LOGEREMA
"",,,,12 LONGANYURA CENTRAL
"",,,,13 LONGANYURA EAST
"",,,,14 MULEMBE
"",,,,15 OJORONGOLE
"",,,,16 WIPOLO
"",,,,17 LAMINGONEN
"",,,,18 MADI OPEI
"",,,,19 OMORU
"",,,,20 LABWOROMOR WEST
"",,,,21 LOKOYO
"",,,33OKUTI,01 AKILOK CENTRAL
"",,,,02 AKILOK NORTH
"",,,,03 AKILOK SOUTH
"",,,,04 KACELEM
"",,,,05 KOLOPIRE
"",,,,06 LAKORE
"",,,,07 LAWEL
"",,,,08 LOCOM
"",,,,09 LOKIBARAC
"",,,,10 LOKOM
"",,,,11 PUDPUD
"",,,,12 DALA
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,07OROM,33OKUTI,14 NYAPEYA
"",,,49LOLIA,01 CAMGWENG
"",,,,02 DODOMA
"",,,,03 JUBA
"",,,,04 KONA
"",,,,05 LAPEITAK
"",,,,06 LAPENE
"",,,,07 LENGA CENTRAL
"",,,,08 LOKIPAWA
"",,,,09 RINGILIL
"",,,,10 RUKUK
"",,,,11 WANG KENYA
"",,,,12 LAGWOK OMER
"",,,,13 LADITOYWE
"",,,,14 CAMGWENG WEST
"",,,,15 NGARIYAK
"",,,,16 TEMPOLO
"",,,,17 JUBA CENTRAL
"",,,,18 ABIL NINO
"",,08LAGORO,02LABER,01 AKECHA A
"",,,,02 APECHA
"",,,,03 ATEM
"",,,,04 BOLO
"",,,,05 BULUZI
"",,,,06 DAGO PANY
"",,,,07 LABORA
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,08LAGORO,02LABER,09 LAMOGI
"",,,,10 PACO
"",,,,11 RAA-OKUM
"",,,,12 VIETNAM
"",,,,13 LANYIKOR
"",,,,14 NAM-OYIKA
"",,,,15 BULOBO
"",,,,16 ALERO
"",,,,17 KIWER
"",,,,18 AKECAH B
"",,,,20 CENTRAL
"",,,,21 WIGWENG
"",,,,22 OYIKA-TEKIKWA
"",,,06PAWIDI,01 AJUMANI
"",,,,02 AKUNA
"",,,,03 ALEL EAST
"",,,,04 ALEL WEST
"",,,,05 LABILO  A
"",,,,06 LABILO  B
"",,,,07 LAGAMPIR
"",,,,08 LAGAMPI A
"",,,,09 LAGAMPI  B
"",,,,10 LAJANGA
"",,,,11 OGUDA
"",,,,12 ORUA  A
"",,,,13 ORUA  B
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,08LAGORO,06PAWIDI,17 ALEL CENTRAL
"",,,,20 LABILO CENTRAL
"",,,,21 OGUDA  EAST
"",,,,22 OGUDA  WEST
"",,,,23 LAJANGA WEST
"",,,,24 LANYATONO
"",,,,25 LADUR
"",,,,26 LATANG
"",,,,27 DOG ORA
"",,,,28 AKUNA CENTRAL
"",,,,29 GULU GWEN
"",,,34LAKWOR,01 ADAK
"",,,,02 ADINGA A
"",,,,03 AKAYOLITWAC
"",,,,04 BALAKWA
"",,,,05 DAGOPANY
"",,,,06 DANYA
"",,,,07 IKOR
"",,,,08 ALYEMO
"",,,,09 LALOR
"",,,,10 JAMAIKA A
"",,,,11 RUCURUCU
"",,,,12 WANGKWORO
"",,,,13 POKA LOK TEK
"",,,,15 LAKWOR CENTRAL B
"",,,,19 LAKWOR CENTRAL A
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,08LAGORO,34LAKWOR,21 LALOO EAST
"",,,,22 OGUL WEST
"",,,,23 JAMIKA B
"",,,,24 ADINGA B
"",,,35ORYANG-LALANO,01 ALOTO CENTRAL
"",,,,02 ALOTO NORTH
"",,,,03 ALOTO SOUTH
"",,,,04 DEM KULUKWAC A
"",,,,05 LAGWE KONYA
"",,,,06 LALANO
"",,,,07 LANGO OMUK
"",,,,08 LANGOL ALENGA  A
"",,,,09 LAUDA
"",,,,10 DAM KULUKWAC B
"",,,,11 LANGOL ALENGA B
"",,,,14 LAMIN  PIC
"",,,,15 AKINO  WARD
"",,,,16 LEI BIT
"",,,,17 LALANO CENTRAL
"",,09AKWANG,11LAMIT,01 ADYEE
"",,,,02 BAJERE
"",,,,03 LABWOROMOR
"",,,,04 LAMIT LIBA
"",,,,05 PEM
"",,,,06 TUMANGU
"",,,,07 VIETNAM
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,09AKWANG,11LAMIT,09 DERO-OMEDA
"",,,,10 BAJERE SOUTH
"",,,,11 LOKORO-ORWE
"",,,,12 BONGO-LAKUR
"",,,,13 TAD LAGWE
"",,,12LUGWAR,01 AKADO
"",,,,02 GOKO
"",,,,03 LUBENE EAST
"",,,,05 MWOLBUNE
"",,,,10 ORYANG OGOM
"",,,,12 LUBENE WEST
"",,,14PAJIMO,01 ABUDERE
"",,,,02 ATENG
"",,,,03 KILIME WEST
"",,,,04 PAJIMO BOLA
"",,,,05 PAJIMO CENTRAL
"",,,,06 PAJIMO EAST
"",,,,07 PAJIMO WEST
"",,,,08 AGWENG
"",,,,09 MEDE
"",,,,10 BOLBOM
"",,,,11 WIGWENG
"",,,,12 ODONGILURU
"",,,,13 KILIME EAST
"",,,,14 PINYMUNU
"",,,,15 PANYKEL
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,09AKWANG,55MURA,06 OGET
"",,,,07 OKWICI WEST
"",,,,08 PALI
"",,,,09 MIDLAND
"",,,,11 OKWICI EAST
"",,10OMIYA-ANYIMA,26PALWO,01 ACUT OMER
"",,,,03 APOT-ALOR
"",,,,05 LARAKA
"",,,,06 MOTA CENTRAL
"",,,,07 MOTA FOREST
"",,,,09 OBWORE EAST
"",,,,14 WINY CIK
"",,,,19 LACANBIL
"",,,,20 KAGAK
"",,,,21 OBWORE CENTRAL
"",,,,22 APOTA ALOR SOUTH
"",,,,23 LABONGO OGURU
"",,,27PANYUM MELONG,01 BALANGOR KWEYO
"",,,,02 BALANGOR TEGOT
"",,,,03 JOLLO
"",,,,04 KALELE
"",,,,05 KATOPLAK
"",,,,06 KUMELE WICERE
"",,,,07 KWEYO
"",,,,08 LABWOROMOR
"",,,,09 LANYAP
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,10OMIYA-ANYIMA,27PANYUM MELONG,11 MANYNGEYI CENTRAL
"",,,,12 OGILI
"",,,,13 TE-OKIRO
"",,,,14 LANGOLA NGOLA
"",,,,15 TE-GWENG
"",,,,16 LANGO OYENG
"",,,,17 BARA-TOYO
"",,,,18 LACAN BIL
"",,,,19 TE YAA
"",,,,20 BALANGO CENTRAL
"",,,,22 JOLO B
"",,,,23 AJUKU MANYIGE WEST
"",,,,24 KAGON
"",,,,25 KUMELE KASESE
"",,,,26 COO PELWO
"",,,,27 KALELE CENTRAL
"",,,,28 KATOPLAK B
"",,,46AKOBI,01 ABAKA DYEL
"",,,,02 ACALAWAYI
"",,,,03 AKOBI OLWOC
"",,,,04 AKOBI-KENYA EAST
"",,,,05 AKOBI-KENYA WEST
"",,,,06 BARDYANG
"",,,,07 GWOKNGWEE EAST
"",,,,08 GWOKNGWEE WEST
"",,,,09 PEDERYAM
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,10OMIYA-ANYIMA,46AKOBI,11 LODWAR JAI PII
"",,,,12 TE ODONG
"",,,,13 TEGWIRI
"",,,,14 WANG LANGO
"",,,,16 TE-GWIRI EAST
"",,,,17 LODWAR CENTRAL
"",,,,18 TE-GWENG
"",,,,19 TE-OBOKE
"",,,,20 BARDYANG CENTRAL
"",,,,21 ALAMATU
"",,,,"22 GWOKONGWECENTRAL"
"",,,,23 KANYUMA
"",,,,24 ABAKA DYEL WEST
"",,,,25 NGOMLAC
"",,,,26 ACALAWAI FOREST
"",,,,27 LAGAMPIR
"",,,,28 AKOBI KENYA CENTRAL
"",,,,29 BARDYANG TECWA
"",,,,30 AELI
"",,,47PANYUM PELA,01 AMOYOKOL
"",,,,02 OLELLA
"",,,,03 BONGO LAYIK
"",,,,04 CENTRAL
"",,,,05 KWEYO
"",,,,06 LAMODYAK
"",,,,07 LATURUTURU
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,10OMIYA-ANYIMA,47PANYUM PELA,09 LYELO KWAR
"",,,,10 ODONGLOR
"",,,,11 PELLA CENTRAL
"",,,,12 PELLA PUYUDA
"",,,,13 WICERE
"",,,,14 KALWENY
"",,,,15 ATO-CON
"",,,,16 BONGOLAYIK EAST
"",,,,17 AYWEE
"",,,,18 LATUTURU EAST
"",,,,19 DYANGBII
"",,,,20 VITNAM
"",,,,21 OBALO GUNGU
"",,,,22 ODONG LOR EAST
"",,,,23 GURUGURU
"",,,,24 DIC-PEE
"",,,,25 PUYUDA EAST
"",,,,26 NGOM LAC
"",,,,27 KALAKI
"",,,,28 PUR BER
"",,,,29 LOYO ATERA
"",,,,30 AMOYOKOL CENTRAL
"",,,56PALAMENY,02 ALYEKA
"",,,,04 ABONGOLEE
"",,,,08 OBOLOKOME
"",,,,10 OBWORE WEST
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
19KITGUM,091CHUA COUNTY,10OMIYA-ANYIMA,56PALAMENY,12 PALAMENY CENTRAL
"",,,,13 LWALA
"",,,,15 LABAKARA
"",,,,16 PALAMENY WEST
"",,,,17 ORABONYO CENTRAL
"",,,,18 AWINY KI LEE
"",,,,24 LABAL WII
20KOTIDO,094JIE COUNTY,01KACHERI,01KACHERI,01 LOTANYAT
"",,,,"02 MORUNYANG/LOKORWA"
"",,,,03 NAMAM-MOE
"",,,,"04 NAPWATAPULI/LOSILANG"
"",,,,05 LOPETAE/NAMUKUR
"",,,,06 LOPETAE/LOKORWA
"",,,,07 NASINYON
"",,,,08 LOKONA
"",,,,09 NAPERU
"",,,,12 POET
"",,,02LOTHAKUCHA,01 KANAYATARENG
"",,,,02 KOGILIGILI
"",,,,03 KOKORIA
"",,,,04 NAKARENGAN
"",,,,05 NASIRIAMAMORU
"",,,,06 NATIR
"",,,,07 NAKOSOBURIN
"",,,,08 KALOUT
"",,,,09 KALOTARUKOT
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
20KOTIDO,094JIE COUNTY,01KACHERI,02LOTHAKUCHA,11 NATINGATING
"",,,,12 LOBANYA
"",,,03KOKUWUAM,01 KOGOLE EAST
"",,,,02 KOGOLE WEST
"",,,,03 KOKUWAM
"",,,,05 NAYONAE/POET
"",,,,08 NARENGECHORWA
"",,,,09 LOKICHOKA
"",,,,10 NATIRAE
"",,,,11 KATONG
"",,,"04LOKIDING/KANAMERIOGOR",01 KALOGWEL
"",,,,02 KANAMERIONGOR
"",,,,04 LOKIDING
"",,,,05 NAKOSOBURIN
"",,,,06 TEPES
"",,,,07 LOCHIM
"",,,,08 KIJUS
"",,,,10 NAKAPIRIPIRIT
"",,,,11 MORU-ERIS
"",,02KOTIDO,05KANAWAT,01 LOKORE EAST
"",,,,02 LONGELEP
"",,,,04 LOTORONG
"",,,,06 WUM WUM I
"",,,,"07 KOTIDO S.S.S &MISSION"
"",,,,08 LOKATAP
"",,,,09 TESO
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
20KOTIDO,094JIE COUNTY,02KOTIDO,05KANAWAT,11 WUM WUM II
"",,,,12 NATIRAEPUS
"",,,,13 NAMORU
"",,,,14 NATIRAE
"",,,,15 KAWALAPEI
"",,,,16 LOLETKOYAN
"",,,,17 NAGWOLOPOE
"",,,,18 NAYEEL
"",,,,19 LOKORE WEST
"",,,,20 NAPEET
"",,,07LOKITALAEBU,01 KALEMU-ARENGAN
"",,,,02 KALOJUKA
"",,,,03 KASIMEN
"",,,,04 LOKITELA-ANGATUK
"",,,,05 LOMUDIT
"",,,,06 NAAPONG
"",,,,07 NAKORETO SOUTH
"",,,,09 NARIAMATOLIM
"",,,,10 NARIAMALIRA
"",,,,11 LOLOGOKA
"",,,,12 NATAPAR-EMOKIRION
"",,,,13 DIRITPURU
"",,,,14 KAIDILA
"",,,,15 KAMERIKOL
"",,,,16 NATABA
"",,,,17 KADAPAWALA
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
20KOTIDO,094JIE COUNTY,02KOTIDO,08LOSILANG,02 KALOLET
"",,,,03 KATAP
"",,,,04 LODERA  I
"",,,,05 LODERA  II
"",,,,06 MALOPE
"",,,,08 MORUONGOR
"",,,,09 NARIWO
"",,,,10 NATEDEKITOI
"",,,,12 POET
"",,,,13 TOROI
"",,,,14 COLLEGE COMMUNITY
"",,,,15 LOPAYAN
"",,,,16 NARIWOKITOE
"",,,,17 KASIWOK
"",,,,18 NADIPAL
"",,,,19 NARENGIS
"",,,,20 TOROI UPE
"",,,,21 NARIAMATOLIM
"",,,,22 LOCHOTO
"",,,,23 LOSILANG DETACH
"",,,,24 MISSION COMMUNITY
"",,,,25 NAWII I NAPEPIO
"",,,,26 NAWII II
"",,,09NAWII II,01 LOSOGOT
"",,,,02 NAPEET
"",,,,03 NAWII
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
20KOTIDO,094JIE COUNTY,02KOTIDO,31LOPIE/ROM-ROM,02 MERIWALA
"",,,,03 NAKODIOKODOI
"",,,,04 LOOL
"",,,,05 KANAYETE I
"",,,,08 LOKOCHIL-NAOYAKITOE
"",,,,09 NATEELO
"",,,,10 KADOKOCHIN
"",,,,11 LOSEER NAPEET
"",,,,12 NAGIRIGIRIOI
"",,,,13 KANAYETE II
"",,"03KOTIDO TOWNCOUNCIL","06NORTH KOTIDO RURALWARD",01 LOOI
"",,,,02 LOGOLE
"",,,,03 LODIPIDIP
"",,,,04 LOPEDUR
"",,,,05 LOSOGOT
"",,,10NAWII  III WARD,03 LOSOGOT
"",,,,05 NAWII  III
"",,,,06 NAPEET
"",,,"11KOTIDO CENTRALWARD",01 ACHOLI INN
"",,,,02 MINISTRY OF WORKS
"",,,12KOTIDO EAST WARD,01 ACHOLI QUARTERS
"",,,,02 DODOTH COLLEGE
"",,,,03 ENTEBBE
"",,,13NARIKAPET WARD,01 NARIKAPET
"",,,,02 POLICE
"",,,,04 LOTHER
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
20KOTIDO,094JIE COUNTY,"03KOTIDO TOWNCOUNCIL",13NARIKAPET WARD,06 ARMY BARRACKS
"",,,14KOTIDO NORTH WARD,01 LOMUKURA
"",,,,02 OLD SHOPS
"",,,15KOTIDO WEST WARD,"01 GOVERNMENTQUARTERS"
"",,,,"02 KARAMOJA SEEDSSCHEME"
"",,,,03 KOTIDO MIXED
"",,,"34SOUTH KOTIDO RURALWARD",01 LOCHEDUMEU
"",,,,03 LOKOCHIL
"",,,,06 NARENGEMORU
"",,04NAKAPELIMORU,16NAWII IV,01 AYOLLO
"",,,,02 NAYEPAR
"",,,,03 KAMORUMOR
"",,,,04 KATAMANYANG
"",,,,05 LOPUTUK
"",,,17LOOKOROK,01 ITAKWARA
"",,,,02 KALOBUR
"",,,,03 LODEELE
"",,,,04 NYAKWAE
"",,,,05 OYAPUWA
"",,,,06 NGOLEMOR
"",,,18WATAKAU,01 KAIRWATA
"",,,,02 KALOGWALA
"",,,,03 KALOGWANG
"",,,,04 LOBONGIA
"",,,,05 LOKORE
"",,,,06 LOMUKURA
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
20KOTIDO,094JIE COUNTY,04NAKAPELIMORU,18WATAKAU,08 MASULA  I
"",,,,09 MASULA  II
"",,,,10 NAKIPORET
"",,,,11 POET
"",,,,12 NASINYON
"",,,,13 NATEELE
"",,,,14 POET NORTH
"",,,,15 WATAKAU T/CENTRE
"",,,,16 NAPEERU
"",,,,17 LOPAALAKWA
"",,,33POTONGOR,01 KALEKORI
"",,,,02 LONGELEP
"",,,,03 LORIU
"",,,,04 NAMUKUR
"",,,,05 LOPEER
"",,,,06 KAREU
"",,05PANYANGARA,19NAWII I,01 ARENGECOTO
"",,,,02 KOPUWA
"",,,,03 LOKATETEOI
"",,,20LOLETIO,KAPADAKOOK WEST
"",,,,05 LODOKET EAST
"",,,,07 LOPEDOT
"",,,,08 MODOKONYANG
"",,,,09 NAPUTIR
"",,,,10 KAPADAKOOK SOUTH
"",,,,11 LODOKET WEST
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
20KOTIDO,094JIE COUNTY,05PANYANGARA,20LOLETIO,13 MODOKONYANG NORTH
"",,,,14 LOKITUMO
"",,,,15 KAPADAKOOK NORTH
"",,,21LOPOSA,01 JIMOS
"",,,,02 KONGESIA
"",,,,04 LOKITELA-ARENGAN
"",,,,"07 NAKONGUMUTUCENTRAL"
"",,,,08 NAKONGUMUTU NORTH
"",,,,09 NAKONGUMUTU SOUTH
"",,,,10 NAKONGUMUTU EAST
"",,,,11 NAKONGUMUTU WEST
"",,,,12 NAPUMPUM T/CENTRE
"",,,,13 KOPUWA
"",,,27RIKITAE,01 ILLA
"",,,,02 LOMOKORI
"",,,,03 LOMUKURA
"",,,,04 NADOME
"",,,,05 NAREGAE
"",,,,06 NAWAPET
"",,,,07 TESO
"",,,,08 NAKIRIONI
"",,,,09 NAREGAE SOUTH
"",,,,10 RIKITAE T/CENTRE
"",,,30KAMOR,01 KAMOR NORTH
"",,,,02 KAMOR SOUTH
"",,,,03 NAKORETANGAKIPI
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
20KOTIDO,094JIE COUNTY,05PANYANGARA,30KAMOR,05 NAYELEL
"",,,,06 KAPUYON
"",,,,07 NACEELE
"",,,,08 NANGELEKEK
"",,,,09 LOJOM
"",,,35LODERA,01 LOKIPUORANGAKINEI
"",,,,02 NAWII EJOK
"",,,,03 LODERA
"",,,,04 KAPUS
"",,,,05 LOPUTUK
"",,,,06 LOTOME
"",,,,07 LOKWORI
"",,,36KADOKINI,01 KADOKIN EAST
"",,,,02 KADOKINI WEST
"",,,,03 KADOKINI CENTRAL
"",,,,04 KAPUYON
"",,,,05 LOMONIA NORTH
"",,,,06 LOMONIA
"",,,37NAADOI,01 KOGOLE EAST
"",,,,02 NARONGOLE
"",,,,03 KARUKADONG
"",,,,04 KONGOLE
"",,,,05 NAADOI
"",,,,06 NAKAL
"",,,,07 NAMOGOSIT
"",,,,08 NAKAALEI
District,Constituency,"Subcounty/Division",Parish/Ward,Village/Cell
20KOTIDO,094JIE COUNTY,05PANYANGARA,37NAADOI,10 NAKABURU
"",,,,11 NADIPAL
"",,,,12 LOMUKURA
"",,06RENGEN,22KOTYANG,01 KADUKAN
"",,,,02 KAEKAR EAST
"",,,,03 KAKULOI
